0.00000	18.00000	19.00000	0.76900	0.76900
1.00000	1.00000	21.00000	0.98861	0.87880
2.00000	99.00000	121.00000	-0.22898	0.50954
3.00000	99.00000	221.00000	-0.26627	0.31559
4.00000	99.00000	321.00000	-0.27403	0.19766
5.00000	99.00000	421.00000	-0.26654	0.12030
6.00000	69.00000	491.00000	0.33945	0.15160
7.00000	99.00000	591.00000	-0.28184	0.09742
8.00000	99.00000	691.00000	-0.24514	0.05936
9.00000	99.00000	791.00000	-0.22996	0.03043
10.00000	99.00000	891.00000	-0.26811	0.00329
11.00000	99.00000	991.00000	-0.24395	-0.01731
12.00000	99.00000	1091.00000	-0.28048	-0.03756
13.00000	99.00000	1191.00000	-0.20801	-0.04973
14.00000	99.00000	1291.00000	-0.23610	-0.06216
15.00000	99.00000	1391.00000	-0.22662	-0.07244
16.00000	99.00000	1491.00000	-0.23440	-0.08196
17.00000	0.00000	1492.00000	0.99686	-0.02203
18.00000	99.00000	1592.00000	-0.32717	-0.03809
19.00000	99.00000	1692.00000	-0.26536	-0.04945
20.00000	0.00000	1693.00000	0.99695	0.00038
21.00000	1.00000	1695.00000	0.98384	0.04508
22.00000	60.00000	1756.00000	0.37174	0.05928
23.00000	99.00000	1856.00000	-0.20480	0.04828
24.00000	0.00000	1857.00000	0.99400	0.08611
25.00000	99.00000	1957.00000	-0.20515	0.07491
26.00000	0.00000	1958.00000	0.99400	0.10895
27.00000	94.00000	2053.00000	0.19544	0.11204
28.00000	99.00000	2153.00000	-0.23937	0.09992
29.00000	99.00000	2253.00000	-0.25546	0.08807
30.00000	0.00000	2254.00000	0.99469	0.11732
31.00000	99.00000	2354.00000	-0.28732	0.10467
32.00000	99.00000	2454.00000	-0.25770	0.09369
33.00000	99.00000	2554.00000	-0.22213	0.08440
34.00000	99.00000	2654.00000	-0.31818	0.07290
35.00000	99.00000	2754.00000	-0.28853	0.06286
36.00000	20.00000	2775.00000	0.77188	0.08202
37.00000	99.00000	2875.00000	-0.27973	0.07250
38.00000	99.00000	2975.00000	-0.28215	0.06341
39.00000	53.00000	3029.00000	0.48432	0.07393
40.00000	99.00000	3129.00000	-0.23050	0.06651
41.00000	99.00000	3229.00000	-0.22561	0.05955
42.00000	0.00000	3230.00000	0.99400	0.08128
43.00000	33.00000	3264.00000	0.66392	0.09453
44.00000	32.00000	3297.00000	0.64872	0.10684
45.00000	99.00000	3397.00000	-0.20114	0.10015
46.00000	99.00000	3497.00000	-0.23740	0.09296
47.00000	99.00000	3597.00000	-0.18041	0.08727
48.00000	99.00000	3697.00000	-0.19387	0.08153
49.00000	84.00000	3782.00000	0.20904	0.08408
50.00000	0.00000	3783.00000	0.99633	0.10197
51.00000	6.00000	3790.00000	0.93040	0.11790
52.00000	0.00000	3791.00000	0.99400	0.13443
53.00000	1.00000	3793.00000	0.98357	0.15016
54.00000	99.00000	3893.00000	-0.24020	0.14306
55.00000	99.00000	3993.00000	-0.18832	0.13714
56.00000	13.00000	4007.00000	0.83597	0.14940
57.00000	22.00000	4030.00000	0.76726	0.16005
58.00000	99.00000	4130.00000	-0.18962	0.15413
59.00000	1.00000	4132.00000	0.98146	0.16792
60.00000	99.00000	4232.00000	-0.18067	0.16220
61.00000	0.00000	4233.00000	0.99626	0.17565
62.00000	99.00000	4333.00000	-0.21749	0.16941
63.00000	0.00000	4334.00000	0.99504	0.18231
64.00000	22.00000	4357.00000	0.74854	0.19102
65.00000	99.00000	4457.00000	-0.20904	0.18496
66.00000	83.00000	4541.00000	0.25279	0.18598
67.00000	1.00000	4543.00000	0.98247	0.19769
68.00000	99.00000	4643.00000	-0.17278	0.19232
69.00000	99.00000	4743.00000	-0.16224	0.18725
70.00000	99.00000	4843.00000	-0.20770	0.18169
71.00000	99.00000	4943.00000	-0.22936	0.17598
72.00000	2.00000	4946.00000	0.97213	0.18689
73.00000	1.00000	4948.00000	0.98693	0.19770
74.00000	99.00000	5048.00000	-0.17441	0.19274
75.00000	99.00000	5148.00000	-0.15393	0.18818
76.00000	0.00000	5149.00000	0.99400	0.19864
77.00000	0.00000	5150.00000	0.99400	0.20884
78.00000	23.00000	5174.00000	0.73488	0.21550
79.00000	0.00000	5175.00000	0.99700	0.22527
80.00000	13.00000	5189.00000	0.82409	0.23266
81.00000	38.00000	5228.00000	0.60321	0.23718
82.00000	0.00000	5229.00000	0.99541	0.24631
83.00000	6.00000	5236.00000	0.92601	0.25441
84.00000	1.00000	5238.00000	0.98092	0.26295
85.00000	99.00000	5338.00000	-0.16824	0.25794
86.00000	99.00000	5438.00000	-0.14365	0.25332
87.00000	99.00000	5538.00000	-0.19024	0.24828
88.00000	99.00000	5638.00000	-0.20207	0.24322
89.00000	99.00000	5738.00000	-0.21734	0.23810
90.00000	99.00000	5838.00000	-0.16765	0.23365
91.00000	99.00000	5938.00000	-0.17591	0.22919
92.00000	99.00000	6038.00000	-0.16859	0.22492
93.00000	66.00000	6105.00000	0.40131	0.22679
94.00000	0.00000	6106.00000	0.99664	0.23490
95.00000	99.00000	6206.00000	-0.17670	0.23061
96.00000	99.00000	6306.00000	-0.16150	0.22657
97.00000	3.00000	6310.00000	0.96127	0.23406
98.00000	18.00000	6329.00000	0.78808	0.23966
99.00000	35.00000	6365.00000	0.62818	0.24355
100.00000	99.00000	6465.00000	-0.15533	0.23960
101.00000	4.00000	6470.00000	0.94421	0.24650
102.00000	1.00000	6472.00000	0.98564	0.25368
103.00000	99.00000	6572.00000	-0.16115	0.24969
104.00000	99.00000	6672.00000	-0.24702	0.24496
105.00000	0.00000	6673.00000	0.99699	0.25206
106.00000	54.00000	6728.00000	0.49443	0.25432
107.00000	1.00000	6730.00000	0.98203	0.26106
108.00000	91.00000	6822.00000	0.25912	0.26104
109.00000	1.00000	6824.00000	0.98345	0.26761
110.00000	99.00000	6924.00000	-0.16004	0.26376
111.00000	9.00000	6934.00000	0.89039	0.26935
112.00000	5.00000	6940.00000	0.93579	0.27525
113.00000	25.00000	6966.00000	0.70613	0.27903
114.00000	31.00000	6998.00000	0.66753	0.28241
115.00000	86.00000	7085.00000	0.27366	0.28233
116.00000	99.00000	7185.00000	-0.16733	0.27849
117.00000	19.00000	7205.00000	0.79069	0.28283
118.00000	5.00000	7211.00000	0.93661	0.28832
119.00000	99.00000	7311.00000	-0.13681	0.28478
120.00000	40.00000	7352.00000	0.57403	0.28717
121.00000	11.00000	7364.00000	0.86665	0.29192
122.00000	5.00000	7370.00000	0.93253	0.29713
123.00000	56.00000	7427.00000	0.47975	0.29860
124.00000	22.00000	7450.00000	0.74302	0.30216
125.00000	62.00000	7513.00000	0.36407	0.30265
126.00000	54.00000	7568.00000	0.44366	0.30376
127.00000	99.00000	7668.00000	-0.15236	0.30019
128.00000	4.00000	7673.00000	0.95272	0.30525
129.00000	0.00000	7674.00000	0.99654	0.31057
130.00000	5.00000	7680.00000	0.94564	0.31542
131.00000	55.00000	7736.00000	0.47525	0.31663
132.00000	2.00000	7739.00000	0.97297	0.32156
133.00000	99.00000	7839.00000	-0.17737	0.31784
134.00000	1.00000	7841.00000	0.98158	0.32276
135.00000	1.00000	7843.00000	0.98242	0.32761
136.00000	3.00000	7847.00000	0.96211	0.33224
137.00000	51.00000	7899.00000	0.47174	0.33325
138.00000	23.00000	7923.00000	0.75504	0.33628
139.00000	99.00000	8023.00000	-0.13527	0.33292
140.00000	0.00000	8024.00000	0.99678	0.33762
141.00000	1.00000	8026.00000	0.98342	0.34217
142.00000	2.00000	8029.00000	0.97498	0.34660
143.00000	8.00000	8038.00000	0.89976	0.35044
144.00000	5.00000	8044.00000	0.94539	0.35454
145.00000	99.00000	8144.00000	-0.15805	0.35103
146.00000	4.00000	8149.00000	0.94466	0.35507
147.00000	22.00000	8172.00000	0.75298	0.35776
148.00000	1.00000	8174.00000	0.98628	0.36198
149.00000	3.00000	8178.00000	0.96595	0.36600
150.00000	62.00000	8241.00000	0.40227	0.36624
151.00000	6.00000	8248.00000	0.92698	0.36993
152.00000	3.00000	8252.00000	0.95911	0.37378
153.00000	32.00000	8285.00000	0.66605	0.37568
154.00000	15.00000	8301.00000	0.83671	0.37866
155.00000	4.00000	8306.00000	0.94351	0.38228
156.00000	3.00000	8310.00000	0.95633	0.38593
157.00000	92.00000	8403.00000	0.23630	0.38499
158.00000	23.00000	8427.00000	0.74391	0.38724
